iter	RMSE
323	2.810569069
324	2.809175733
325	2.808683355
326	2.805509815
327	2.801509911
328	2.79914863
329	2.797477963
330	2.796970343
331	2.796359331
332	2.793388606
333	2.79152304
334	2.790304355
335	2.787832672
336	2.785857182
337	2.783806854
338	2.780828791
339	2.778775495
340	2.775615913
341	2.773027489
342	2.770886813
343	2.768733699
344	2.76594637
345	2.765536237
346	2.762269603
347	2.760349744
348	2.75689531
349	2.753950093
350	2.751956863
351	2.750530517
352	2.74826552
353	2.746514017
354	2.744590849
355	2.742609502
356	2.741259624
357	2.737935394
358	2.736779747
359	2.734202098
360	2.731599731
361	2.730040519
362	2.728875929
363	2.728490388
364	2.724896341
365	2.72292652
366	2.721186789
367	2.720414804
368	2.718651517
369	2.716113669
370	2.715021252
371	2.713733673
372	2.712492984
373	2.708612998
374	2.705979846
375	2.705107154
376	2.704443976
377	2.702081925
378	2.700160909
379	2.69718625
380	2.695612893
381	2.690837009
382	2.689591441
383	2.686493526
384	2.68355967
385	2.681895172
386	2.680247934
387	2.678041114
388	2.677272021
389	2.675896355
390	2.673801762
391	2.66955271
392	2.668579776
393	2.666224439
394	2.662430266
395	2.661257732
396	2.658677025
397	2.657079087
398	2.655730204
399	2.65391238
400	2.652191241
401	2.651404193
402	2.650114479
403	2.648303849
404	2.646772657
405	2.645072483
406	2.644396236
407	2.642545016
408	2.642076783
409	2.64083863
410	2.638502535
411	2.636343716
412	2.634179869
413	2.630597234
414	2.629989329
415	2.629118505
416	2.623863947
417	2.623689364
418	2.621078018
419	2.618210899
420	2.614426947
421	2.610618588
422	2.609069685
423	2.607533383
424	2.607167411
425	2.604389632
426	2.602592856
427	2.600686163
428	2.599990078
429	2.598672791
430	2.596405389
431	2.594745071
432	2.592057116
433	2.591878279
434	2.590625075
435	2.588081469
436	2.586208481
437	2.583791045
438	2.582219482
439	2.580900924
440	2.580518382
441	2.579212697
442	2.577147335
443	2.57654255
444	2.574629757
445	2.574273616
446	2.57228415
447	2.569496757
448	2.567534101
449	2.564779054
450	2.562471408
451	2.561500885
452	2.559903593
453	2.55764509
454	2.556775663
455	2.554600942
456	2.552913371
457	2.550757615
458	2.547945789
459	2.54674186
460	2.54607573
461	2.542978915
462	2.541961177
463	2.540392068
464	2.539454866
465	2.535843987
466	2.533315668
467	2.532273178
468	2.530592639
469	2.529949365
470	2.528801605
471	2.527643662
472	2.525067753
473	2.522802496
474	2.5215449
475	2.519812124
476	2.519394562
477	2.517280544
478	2.515200745
479	2.51395215
480	2.511532478
481	2.509480421
482	2.507405821
483	2.504297073
484	2.502430443
485	2.501552674
486	2.500986434
487	2.498502828
488	2.497918169
489	2.497093664
490	2.496717423
491	2.495591967
492	2.491266052
493	2.490509166
494	2.490316455
495	2.488667508
496	2.486305975
497	2.485759691
498	2.482941432
499	2.481105398
500	2.480371169
501	2.477781748
502	2.476449227
503	2.475281259
504	2.472946245
505	2.471939585
506	2.470800628
507	2.469101334
508	2.467525723
509	2.465593235
510	2.465348888
511	2.461756652
512	2.460287614
513	2.459251845
514	2.457963938
515	2.456680547
516	2.455238411
517	2.453994358
518	2.452039646
519	2.449624259
520	2.446949879
521	2.445192881
522	2.444865169
523	2.443861584
524	2.441415002
525	2.440032251
526	2.438088466
527	2.437233435
528	2.43618731
529	2.435109918
530	2.433259179
531	2.431889267
532	2.429529702
533	2.428075308
534	2.426438663
535	2.42619204
536	2.423121509
537	2.422174037
538	2.421233832
539	2.419467557
540	2.417804595
541	2.415106301
542	2.412741846
543	2.410859776
544	2.410444958
545	2.409373839
546	2.407876545
547	2.406420922
548	2.405173489
549	2.403222669
550	2.402253692
551	2.401752194
552	2.401061566
553	2.39877364
554	2.398007555
555	2.395452545
556	2.393090071
557	2.392086939
558	2.39149146
559	2.389966472
560	2.388988132
561	2.386841247
562	2.384497375
563	2.382954304
564	2.380034771
565	2.379788769
566	2.378971056
567	2.377002785
568	2.375945607
569	2.372574596
570	2.371604781
571	2.370467122
572	2.366393289
573	2.365958444
574	2.364394385
575	2.362153344
576	2.359502981
577	2.358505797
578	2.355153154
579	2.354600428
580	2.352446966
581	2.349507559
582	2.34796775
583	2.347537698
584	2.346261875
585	2.344589642
586	2.343819085
587	2.342198588
588	2.33973891
589	2.338289482
590	2.337341869
591	2.337196981
592	2.333813546
593	2.331465869
594	2.329541386
595	2.328936488
596	2.328684847
597	2.327736216
598	2.326886276
599	2.325710948
600	2.324552709
601	2.324276378
602	2.322161569
603	2.321369028
604	2.320175514
605	2.317947051
606	2.316938064
607	2.315670473
608	2.313586849
609	2.311832488
610	2.309304089
611	2.308090408
612	2.307278076
613	2.306233383
614	2.305042438
615	2.304325665
616	2.302830363
617	2.301176987
618	2.300741393
619	2.297103307
620	2.294864066
621	2.29231806
622	2.291070943
623	2.289603726
624	2.288341261
625	2.286290307
626	2.285329098
627	2.284305211
628	2.283330702
629	2.281265915
630	2.280601307
631	2.280560269
632	2.279776918
633	2.278685497
634	2.276502449
635	2.275728906
636	2.274880754
637	2.27291641
638	2.272573183
639	2.271659282
640	2.269968166
641	2.269383893
642	2.267648037
643	2.26712808
644	2.26593697
645	2.26346125
646	2.261129374
647	2.259802434
648	2.259399162
649	2.257995223
650	2.257063524
651	2.256143778
652	2.255156936
653	2.253183893
654	2.252601969
655	2.251467121
656	2.250207297
657	2.249994705
658	2.249786358
659	2.248890367
660	2.248754734
661	2.248067613
662	2.246111646
663	2.245422827
664	2.244731946
665	2.24404131
666	2.243284505
667	2.242491627
668	2.240888281
669	2.238762186
670	2.236305372
671	2.235527632
672	2.233684873
673	2.23267832
674	2.230915239
675	2.229329349
676	2.227908033
677	2.227614664
678	2.226646394
679	2.225562816
680	2.223390124
681	2.222110137
682	2.221657454
683	2.220189871
684	2.218508228
685	2.216514671
686	2.216304967
687	2.21584773
688	2.215333132
689	2.214300036
690	2.212966557
691	2.211496176
692	2.210578799
693	2.208753703
694	2.207908709
695	2.205847976
696	2.20417164
697	2.203812301
698	2.202246343
699	2.200948566
700	2.199552465
701	2.197732309
702	2.196038562
703	2.194863
704	2.194103533
705	2.192674899
706	2.19244333
707	2.189982488
708	2.18924307
709	2.187841867
710	2.18630294
711	2.185619065
712	2.18488692
713	2.184232301
714	2.18215644
715	2.181100183
716	2.179919643
717	2.17853189
718	2.176969164
719	2.176573742
720	2.176083556
721	2.173056464
722	2.171200522
723	2.170955969
724	2.170784323
725	2.168724524
726	2.166970516
727	2.165090944
728	2.164312318
729	2.162680028
730	2.161573652
731	2.159913927
732	2.157125433
733	2.156130192
734	2.154950089
735	2.154249465
736	2.154076507
737	2.152419577
738	2.151911482
739	2.150737147
740	2.149034192
741	2.148135724
742	2.146232212
743	2.143722226
744	2.143318889
745	2.142600752
746	2.140488211
747	2.138814681
748	2.137565127
749	2.136911339
750	2.136069423
751	2.135303905
752	2.135009521
753	2.134523009
754	2.133925428
755	2.132577416
756	2.131642359
757	2.131116711
758	2.128848026
759	2.127263725
760	2.126337383
761	2.126137008
762	2.124138724
763	2.123607337
764	2.122386313
765	2.1219634
766	2.121011588
767	2.118424945
768	2.11678182
769	2.115034589
770	2.114735948
771	2.112932349
772	2.112122861
773	2.111182491
774	2.108394648
775	2.107816641
776	2.107085403
777	2.106312184
778	2.105137074
779	2.10295509
780	2.10145666
781	2.100748151
782	2.100256627
783	2.098874199
784	2.098327949
785	2.098158057
786	2.095656017
787	2.094408097
788	2.093446477
789	2.092810209
790	2.091638972
791	2.089799644
792	2.087720799
793	2.086465605
794	2.084879701
795	2.082810564
796	2.081082705
797	2.08076769
798	2.07922001
799	2.077368118
800	2.076903372
801	2.076471314
802	2.075745675
803	2.074708797
804	2.073716401
805	2.071286284
806	2.06997886
807	2.068859601
808	2.066822993
809	2.065381248
810	2.064309911
811	2.063340636
812	2.062490838
813	2.062164444
814	2.061468434
815	2.058575973
816	2.057560549
817	2.056548852
818	2.055585243
819	2.053965157
820	2.053212542
821	2.051640392
822	2.049594971
823	2.047558542
824	2.047401147
825	2.046298943
826	2.045953522
827	2.045864253
828	2.045383575
829	2.044837924
830	2.044425785
831	2.043647593
832	2.043221013
833	2.041085203
834	2.038537099
835	2.037586161
836	2.036974341
837	2.036777141
838	2.034501163
839	2.033644594
840	2.031505986
841	2.029053089
842	2.027764021
843	2.025033099
844	2.023231393
845	2.021685165
846	2.02157302
847	2.021436204
848	2.020960902
849	2.019997739
850	2.01939401
851	2.017142905
852	2.016292574
853	2.014612902
854	2.013494874
855	2.011427139
856	2.009964419
857	2.009372531
858	2.008637613
859	2.007628945
860	2.005497693
861	2.003458294
862	2.002512712
863	2.00200104
864	2.000588597
865	1.999462741
866	1.997641504
867	1.996331383
868	1.995545444
869	1.993891914
870	1.993424683
871	1.99278047
872	1.992471567
873	1.991664836
874	1.99096976
875	1.989335728
876	1.989024973
877	1.988376945
878	1.985708824
879	1.985123273
880	1.984030948
881	1.98390797
882	1.98278255
883	1.982135099
884	1.980077476
885	1.978611428
886	1.976991065
887	1.976297943
888	1.975494076
889	1.975453596
890	1.974526019
891	1.973613157
892	1.972802251
893	1.972523663
894	1.971836668
895	1.971548982
896	1.970993143
897	1.970475119
898	1.969970936
899	1.968587623
900	1.967985241
901	1.966088973
902	1.964173478
903	1.963893335
904	1.96379296
905	1.963346654
906	1.961962618
907	1.961525873
908	1.960851479
909	1.96005688
910	1.959066087
911	1.958189279
912	1.957644806
913	1.95623498
914	1.954362959
915	1.953009324
916	1.952404905
917	1.952189852
918	1.95096935
919	1.949477881
920	1.947289981
921	1.947125975
922	1.946308944
923	1.94485817
924	1.944467779
925	1.943822444
926	1.94257504
927	1.941609052
928	1.941098554
929	1.939872195
930	1.939719884
931	1.939623863
932	1.937561218
933	1.936079942
934	1.934490411
935	1.933361785
936	1.931480153
937	1.929500365
938	1.928616635
939	1.92817223
940	1.927997652
941	1.927516217
942	1.926589856
943	1.92482098
944	1.924256008
945	1.923227697
946	1.922393934
947	1.922308304
948	1.920567723
949	1.919638142
950	1.918426519
951	1.917394224
952	1.917315628
953	1.916653628
954	1.915196109
955	1.913516204
956	1.911812375
957	1.910965932
958	1.909713215
959	1.909201337
960	1.907531369
961	1.905713265
962	1.905075328
963	1.903670548
964	1.903126115
965	1.901158954
966	1.900180439
967	1.899533482
968	1.898789896
969	1.89744334
970	1.896901658
971	1.895803551
972	1.89535727
973	1.893833017
974	1.893463411
975	1.892664634
976	1.892021332
977	1.890955796
978	1.890945278
979	1.889319109
980	1.888868507
981	1.888424983
982	1.887953752
983	1.88705001
984	1.884991827
985	1.88467518
986	1.883776529
987	1.883529018
988	1.882243373
989	1.880651123
990	1.879960531
991	1.879542362
992	1.877869202
993	1.877523368
994	1.877030237
995	1.876786537
996	1.874869337
997	1.873212413
998	1.87233344
999	1.871119229
